Character	Number	Chinese etymology	MC description	ZIHUI	Beijing	Jinan	Xi'an	Taiyuan	Hankou	Chengdu	Yangzhou	Suzhou	Wenzhou	Changsha	Shuangfeng	Nanchang	Meixian	Guangzhou	Xiamen	Chaozhou	Fuzhou	Shanghai	Zhongyuan yinyun
�A: 效開一平豪疑; B: 效開一平豪疑	2020	Chinese etymology	A: 3581 1399; B: 3581 1401	A: au 12; B: au 12	A: ŋɔ 11; B: ŋɔ 12	A: ŋau 11; B: ŋau 12	A: ŋau 1; B: ŋau 1	A: ŋau 11; B: ŋau 12	A: ŋau 11; B: ŋau 12	A: ɔ 11; B: ɔ 12	A: ŋä 12; B: ŋä 12	A: ŋз 12; B: ŋз 12	A: ŋau 11; B: ŋau 12	A: ǝ 12; B: ǝ 12	A: ŋau 31; B: ŋau 31	A: ŋau 12; B: ŋau 12	A: ŋou 12; B: ŋou 12	A: ŋaũ 12; B: ŋaũ 12	A: ŋau 12; B: ŋau 12	A: ŋɔ 12; B: ŋɔ 12	A: ŋɔ 32; B: ŋɔ 32	A: au 12; B:	3870
�山開三入薛日	2021	Chinese etymology	3583 0178	ẓô 3	ẓǝ 3	ẓô 11	zǝʔ 41; zaʔ 41	nô 12	ze 12	iǝʔ 4	zôʔ 42 (lit.); ńiôʔ 41	ńi 42	ye 4	iɛ 12	lɛt 41	ńiat 42	jit 42	ʒiat 42 (lit.); ʒuat 41; ʒuaʔ 42	ziek 42	ieʔ 42	ńîʔ 42	žie 43	3871
�臻合三去問影	2022	Chinese etymology	3580 2217	yn 3	yẽ 3	yẽ 3	yŋ 3	yn 3	yn 3	yĩ 3	yǝn 12	y 31	yn 31	uǝn 31	yn 31	jun 3	uan 32	ut 41	uk 41	ouʔ 41	yiŋ 32		3872
�宕開三上養精	2023	Chinese etymology	1162 2329	ćiaŋ 2	ćiaŋ 2	ćiaŋ 2	ćia_̃ 2	ćiaŋ 2	ćiaŋ 2	ćiâŋ 2	ciaŋ 2	ći 21	cian 2	ćiaŋ 2	ćiɔŋ 2	ciɔŋ 2	čö_ŋ 21	ciɔŋ 2  (lit.); ciaŋ 2; ciũ 2	ciũ 21	cuɔŋ 2	ćiã 3	ciaŋ 2	3875
亟	2024	Chinese etymology	臻合一平魂影	4054 2195	uǝn 11	uẽ 11	uẽ 11	vuŋ 1	uǝn 11	uǝn 11	uǝn 11	uǝn 11	y 11	uǝn 11	uǝn 12	un 11	vun 11	uan 11	un 11	uŋ 11	uŋ 11		
亮	2025	Chinese etymology	流開三去宥生	4060 1544	ṣou 3	ṣou 3	sǝu 3	sou 3	sou 3	sǝu 3	sôɨ 3	söy 31	sau 21	sôu 31	śie 31	sɛu 31	sɛu 3	šau 31	sɔ 31 (lit.); sau 2	sou 31	söy 11	sôɨ 3	šou 3
信	2026	Chinese etymology	宕開三平陽初	4056 2374	c̣huaŋ 11	c̣huaŋ 11	pfhaŋ 11	chua_̃ 1	chuaŋ 11	chuâŋ 11	chuaŋ 11	cha_ŋ 11	chɔ 11	ćhyan 11	chaŋ 11	chɔŋ 11	chɔŋ 11	čhɔŋ 11	chɔŋ 11 (lit.); chŋ 11	chɨŋ 11	chouŋ 11	cha_̃ 1	čhuaŋ 1
便	2027	Chinese etymology	流開三去宥莊	4126 1527	c̣ou 3	c̣ou 3	cou 3	cou 3	cou 3	coŋ 3	côɨ 3	cöy 31	cau 31		ćie 31	cǝu 31	ciu 3	čau 31	cun 31	niǝu 31	cau 31	côɨ 3	čou 3
俠	2028	Chinese etymology	山合一平桓並	4149 1638	phan 12	phã 12	phã 12	phä̃ 1	phan 12	phan 12	phuõ 12	bö 12	bö 12	põ 12	biɛ̃ 11	phɔn 12	phan 12	phun 12	phuan 12 (lit.); puã 12	puã 12	puaŋ 12	pö 32	phon 12
俑	2029	Chinese etymology	山開二入轄曉	4219 0097	śia 11	śia 11	xa 11	śiaʔ 41	śia 12	śia 12	xaʔ 4; śiaʔ 4  (lit.)	haʔ 41	xa 41	xa 4	xa 12	hat 41	hat 41	hat 42	hat 41	hak 41	xaʔ 41	haʔ 4	xa 42
俊	2030	Chinese etymology	江開二入覺溪	4292 0389	ćhye 3	ćhye 11	ćhyo 11	ćhyǝʔ 41; ćhiǝʔ 41	ćhio 11	ćhyo 12	ćhiâʔ 4	ćhioʔ 41; khoʔ 41	kho 41	ćhio 4	khû 12	ćhiɔk 41 (lit.); khɔk 41	kɔk 41	khɔk 43	khak 41	khak 41	khauʔ 41	ćhiaʔ 4	
侮	2031	Chinese etymology	山開三上獼泥	4317 1807	nian 2	ńiã 3	ńiã 2	niɛ 2	nian 2	ńian 2	nî̃ 2	ńî 2	ńi 22	ńiẽ 2	ńî̃ 2	ńiɛn 2	ńian 2	nin 22	lian 2	tieŋ 21	lieŋ 2	ńî 1	nien 2
俚	2032	Chinese etymology	效開一上皓見	4473 1385	kau 2	kɔ 2	kau 2	kau 2	kau 2	kau 2	kɔ 2	kä 2	kз 21	kau 2	kǝ 2	kau 2	kau 2	kou 21	ko 2	ko 21	kɔ 2	kɔ 3	
俎	2033	Chinese etymology	假開二去禡見	4471 0087	ćia 3	ćia 3	ćia 3	ćia 3	ćia 11	ćia 11	ćia 3	ćia_ 31 (lit.); ka_ 31	ko 31	ćia 31	ćio 31	ka 31	ka 3	ka 31	ka 31 (lit.); ke 31	ke 31	ka 31	ka 3	ka 3
俞	2034	Chinese etymology	通合一入屋見	4474 0913	ku 2	ku 11	ku 11	kuǝʔ 41	ku 12	ku 12	kɔʔ 4	koʔ 41	ku 41	ku 4	kǝu 12	kuk 41	kuk 41	kuk 41	kɔk 41	kok 41	kouʔ 41	koʔ 4	ku 42
冒	2035	Chinese etymology	效開一上皓定	4470 1311	tau 3	tɔ 3	tau 3	tau 3	tau 3	tau 3	tɔ 3	dä 32	dз 22	tau 31	dǝ 32	thau 32	thau 3	tou 32	tau 32 (lit.); tiu 32	tau 22	tɔ 32	tɔ 32	tau 3
冑	2036	Chinese etymology	效開三平宵以	4523 1487	iau 12	iɔ 12	iau 12	iau 1	iau 12	iau 12	iɔ 12	iä 12	ɦiɛ 12	iau 12	iǝ 12	iɛu 31	jau 12	jiu 12	iau 12 (lit.); io 12	iǝu 12	ieu 12		
冠	2037	Chinese etymology	通合三平東群	4522 2715	ćhyŋ 12	ćhyŋ 12	ćhyŋ 12	ćhyŋ 1	ćhioŋ 12	ćhyoŋ 11	ćhiɔuŋ 12	ʒ́ioŋ 12	ʒ́yoŋ 12	ćioŋ 12	ʒ́in 12	ćhiuŋ 12	khiuŋ 12	khuŋ 12	kiɔŋ 12 (lit.); kîŋ 12	khioŋ 12	kyŋ 12	ćioŋ 32	khiuŋ 12
剎	2038	Chinese etymology	山開三去線精	4628 1847	ćian 3	ćiã 3	ćiã 3	ćiɛ 3	ćian 3	ćian 3	ćî̃ 3	cî 31	ći 31	ciẽ 31	ćî̃ 31	ćiɛn 31	ciɛn 3	čin 31	cian 31 (lit.); cĩ 31	cĩ 31	cieŋ 31	cî 3	cien 3
剃	2039	Chinese etymology	宕開三平陽心	4630 2342	śiaŋ 11	śiaŋ 11	śiaŋ 11	śia_̃ 1	śiaŋ 11	śiaŋ 11	śiâŋ 11	siaŋ 11	śi 11	sian 11	śiaŋ 11	śiɔŋ 11	siɔŋ 11	šö_ŋ 11	siɔŋ 11 (lit.); siũ 11	siaŋ 11	suɔŋ 11		
剌	2040	Chinese etymology	山合三上獼澄	4637 1939	c̣uan 3	c̣uã 3	pfã 3	cuä̃ 3	cuan 3	cuan 3	cuõ 3	zö 32	ʒ́y 22	ćyẽ 31	duĩ 32	chɔn 32	chɔn 3	šyn 32	tuan 32	tueŋ 22	tuɔŋ 32	cö 3	čyen 3
剋	2041	Chinese etymology	山開三平仙滂	4638 1781	phian 11	phiã 11	phiã 11	phiɛ 1	phian 11	phian 11	phi_̃ 11	phî 11	phi 11	phiẽ 11	phî̃ 11	phiɛn 11	phiɛn 11	phin 11	phian 11 (lit.); phĩ 11	pieŋ 11	phieŋ 11	phî 1	phien 1
勃	2042	Chinese etymology	遇合一平模匣	4739 0925	xu 12	xu 12	xu 12	xu 1	xu 12	fu 12	xu 12	ɦǝu 12	vu 12	fu 12	ɣǝu 12	фu 31	fu 12	uu 12	hɔ 12 (lit.); khɔ 12; kɔ 12	hu 12	xu 12	ɦu 32	xu 12
匍	2043	Chinese etymology	山開四去霰來	4886 1819	lian 3	liã 3	liã 3	liɛ 3	nian 3	nian 3	lî̃ 3	lî 32	li 32	niẽ 31	nî̃ 32	liɛn 32	liɛn 3	lin 32	lian 32	lieŋ 32	lieŋ 32	lî 32	lien 3
哀	2044	Chinese etymology	山開三平仙幫	4882 1769	pian 11	piã 11	piã 11	piɛ 1	pian 11	pian 11	pî̃ 11	pî 11	pi 11	piẽ 11	phî̃ 11	piɛn 11	phiɛn 11	phin 11	phian 11	pieŋ 11	pieŋ 11	pî 1	pien 1
咨	2045	Chinese etymology	山合三平仙以	4878 2015	yan 12	iã 12	iã 12; yã 12	yɛ 1	yan 12	yan 12	yî̃ 12	iö 12	ɦy 12	yẽ 12	uĩ 12	yɔn 31	jan 12	jyn 12	ian 12	ueŋ 12	yɔŋ 12	yö 32	ien 12
哎	2046	Chinese etymology	山開三去線心	4775 1887	śian 3	śiã 3	śiã 3	śiɛ 3	śian 3	śian 3	śî̃ 3	sî 31	śi 31	siẽ 31	śî̃ 31	śiɛn 31	siɛn 3	šin 31	sian 31 (lit.); san 31 (lit.); suã 31	suã 32	siaŋ 31	sî 3	sien 3
哉	2047	Chinese etymology	山合一去換定	4876 1925	tuan 3	tuã 3	tuã 3	tuä̃ 3	tan 3	tuan 3	tuõ 3	dö 32	dö 32	tõ 31	duɛ̃ 32	thɔn 32	thɔn 3	tyn 32	tuan 32	tɨŋ 32	tauŋ 32	tö 32	
咸	2048	Chinese etymology	山合一上緩匣	4883 1971	xuan 2	xuã 2	xuã 2	xuä̃ 2	xuan 2	xuan 2	xuõ 2	uö 2	ɦy 42	xõ 2	xuɛ̃ 2	фuɔn 2	fan 2	uun 32	uan 32	hueŋ 22	xuaŋ 32	nö 32	xon 3
咽	2049	Chinese etymology	假開二去禡明	5006 0024	ma 3	ma 3	ma 3	ma 3	ma 3	ma 3	mâ 3	ma_ 32 (lit.); mo 32	ma 32	ma 32	mo 32	ma 32	ma 3	ma 32	ma 32 (lit.); mã 32	me 32	ma 31	mo 32	ma 3
咪	2050	Chinese etymology	蟹開二上蟹並	5007 0017	pa 3	pa 3	pa 3	pa 3	pa 3	pa 3	pâ 3	ba_ 32	ba 22	pa 31	bo 32	pa 31	pha 3	pa 32	pa 32	pa 22	pa 32	pa 32	pa 3
咻	2051	Chinese etymology	效開二平肴見	5231 1439	ćiau 11	ćiɔ 11	ćiau 11	ćiau 1	ćiau 11	ćiau 11	ćiɔ 11	ćiä 11 (lit.); kä 11	kuɔ 11	ćiau 11	ćiǝ 11	kau 11	kau 11	kāu 11	kau 11 (lit.); ka 11	ka 11	keu 11 (lit.); ka 11	ćiɔ 1	kau 1
咩	2052	Chinese etymology	遇合三平虞非	5227 0763	fu 11	fu 11	fu 12	fu 1	fu 11	fu 11	fu 11	fu 11	fu 11	fu 11	xǝu 11	фu 11	fu 11	fu 11	hu 11	hu 11	xu 11	fu 3	phu 12
咻	2053	Chinese etymology	蟹開三去祭幫	5599 0535	pi 3	pi 3	pi 3	pi 3	pei 3	pi 3	pǝi 3	bi 32	pei 31	pei 12	bi 32	phit 41	pi 3	pai 31	pe 31	pi 22	pei 31	pi 32	pi 3
囿	2054	Chinese etymology	山開四平先來	5571 1816	lian 12	liã 12	liã 12	liɛ 1	nian 12	nian 12	lî̃ 12	lî 12	li 12	niẽ 12	nî̃ 12	liɛn 31	liɛn 12	lin 12	lian 12	noi 12	lieŋ 12	lî 32	lien 12
垢	2055	Chinese etymology	山合三去願微	5585 1987	man 3	mã 3	vã 3	vä̃ 3	uan 3	man 3	mɛ̃ 3	me_ 32	ma 32	man 31	mã 32	man 32	man 3	mān 32	man 32	bueŋ 22	maŋ 32	me_ 32	van 3
拱	2056	Chinese etymology	蟹開一去泰清	5591 1079	chai 3	chɛ 3	cɛ 3	chai 3	chai 3	chai 3	chɛ 3	che_ 31 (lit.); cha_ 31	cha 31	chai 31	ćhie 31	chai 2	chai 3	čhɔi 31	chai 31	chua 31	chai 31	cha 3	chai 3
契	2057	Chinese etymology	通合一平東並	5570 2413	phǝŋ 12	phǝŋ 12	phǝŋ 12	phǝŋ 1	phoŋ 12	phoŋ 12	phɔuŋ 12	boŋ 12	boŋ 12	poŋ 12	baŋ 12; bǝn 12	phuŋ 12	phuŋ 12	phuŋ 12	phɔŋ 12 (lit.); phaŋ 12	phoŋ 12	phuŋ 12		
急	2058	Chinese etymology	通合一平東清	5523 2651	chuŋ 11	chuŋ 11	choŋ 11	chuŋ 1	choŋ 12	choŋ 11	chɔuŋ 11	choŋ 11	choŋ 11	choŋ 11	chaŋ 11; chǝn XH	chuŋ 11	chuŋ 11	chuŋ 11	chɔŋ 11	choŋ 11	chuŋ 11		
咩	2059	Chinese etymology	咸開四入帖定	5805 0326	tie 12	tie 12	tie 12	tiǝʔ 42	tie 12	tie 12	tiǝʔ 4	diôʔ 42	di 42	tie 4	thiɛ 31	thiɛt 41	thiap 42	tip 42	tiap 42	tiǝp 42	tieʔ 42	tîʔ 42	tie 41
型	2060	Chinese etymology	假開二平麻曉	5802 0096	śia 11	śia 11	śia 11	śia 1	śia 11	śia 11	śia 11	śia_ 11 (lit.); ho 11	xo 11	śia 11 (lit.); xa 11	xo 11	ha 11	ha 12	ha 11	ha 12 (lit.); he 12	he 12	xa 12	ho 1	xa 1
姥	2061	Chinese etymology	臻開三入節生	5810 0489	ṣî_ 11	ṣî_ 11	sei 11	sǝʔ 41	sô 12	se 12	sǝʔ 4	sôʔ 41	sai 41	sô 4	śiɛ 12	sɛt 41	sɛt 41	šat 41	sîk 41 (lit.); sat 41	sak 41	saiʔ 41	sôʔ 4	
�宕合一平唐匣	2062	Chinese etymology	5794 2393	xuaŋ 12	xuaŋ 12	xuaŋ 12	xua_̃ 1	xuaŋ 12	xuaŋ 12	xuâŋ 12	ɦua_ŋ 12	ɦuɔ 12	fan 12	ɣaŋ 12	фuɔŋ 31	fɔŋ 12	uɔŋ 12	hɔŋ 12	huaŋ 12	xuɔŋ 12			3972
�蟹合三去祭云	2063	Chinese etymology	5898 1256	uei 3	uei 3	uei 3	vei 3	uei 3	uei 3	uǝ 3	ɦue_ 32	vu 32	uei 31	ui 31	ui 32	vi 3	uai 32	ue 32	ue 22	uei 32	ue_ 32	uei 3	3975
�通合三平鍾昌	2064	Chinese etymology	3095 2671	c̣huŋ 11	c̣huŋ 11	pfhoŋ 11	chuŋ 1	choŋ 11	choŋ 11	chɔuŋ 11	choŋ 11	ćhyoŋ 11	c̣hoŋ 11	ćhin 11	chuŋ 11	chuŋ 11	čuŋ 11	chiɔŋ 11	choŋ 11	chyŋ 11	choŋ 1		3976
�通合三入屋非	2065	Chinese etymology	5958 0789	fu 3	fu 11	fu 11	fǝʔ 41	fu 12	fu 12	fɔʔ 4	foʔ 41	fu 41	fu 4	xǝu 12	фuk 41	fuk 41	fuk 41	hɔk 41	hok 41	xuʔ 41	foʔ 4		3978
�效開一平豪幫	2066	Chinese etymology	5988 1268	pau 11	pɔ 11	pau 11	pau 1	pau 11	pau 11	pɔ 11	pä 11	pɛ 11	pau 2	pa 11	pau 11	pɔ 11	pou 11	po 11	pau 21	pɔ 11		pau 1	3979
�宕開三去漾來	2067	Chinese etymology	6156 2322	liaŋ 3	liaŋ 3	liaŋ 3	lia_̃ 3	niaŋ 3	niaŋ 3	liâŋ 3	liaŋ 32	li 32	nian 31	niaŋ 32	liɔŋ 32	liɔŋ 3	lö_ŋ 32	liɔŋ 32 (lit.); liaŋ 32	liaŋ 22	luɔŋ 32	liã 32	liaŋ 3	3983
�咸開一平談定	2068	Chinese etymology	6151 1672	than 12	thã 12	thã 12	thä̃ 1	than 12	than 12	thɛ̃ 12	de_ 12	da 12	tan 12	dã 12	than 12	tham 12	thām 12	tam 12	tham 12	taŋ 12	te_ 32	tham 12	3984
�梗開三上靜清	2069	Chinese etymology	6153 2584	ćhiŋ 2	ćhiŋ 2	ćhiŋ 2	ćhiŋ 2	ćhin 2	ćhin 2	ćhĩ 2	chin 2	cheŋ 21	chin 2	ćhin 2	ćhin 2  (lit.); ćhiaŋ 2	chiaŋ 2	čhîŋ 21	chîŋ 2  (lit.); chiã 2	ciã 21	chiŋ 2  (lit.); chiaŋ 2	chiŋ 3	chiǝŋ 2	3987
�遇合三平魚章	2070	Chinese etymology	6175 0848	c̣u 11	c̣u 11	pfu 11	cu 1	ćy 11	cu 11	cu 11	cü 11	ci_ 11	ćy 11	ty 11	ćy 11	cu 11	čy 11	cu 11	cu 11	cy 11	ci_ 1	čiu 1	3988
�果合一去過溪	2071	Chinese etymology	6143 0196	khô 3	khǝ 3	khuo 3	khuǝ 3	kho 3	kho 3	kho 3	khǝu 31	khu 31	kho 31	khû 31	khuo 2	khɔ 3	fɔ 31	kho 31 (lit.); khe 31	khue 31	khuɔ 31	khu 3	khuo 3	3989
�A: 效開四去嘯定; B: 效開四平蕭定	2072	Chinese etymology	A: 6148 1426; B: 6148 1429	A: tiau 3; B: thiau 12	A: tiɔ 3; B: thiɔ 12	A: tiau 3; B: thiau 12	A: tiau 3; B: thiau 1	A: tiau 3; B: thiau 12	A: tiau 3; B: thiau 12	A: tiɔ 3; B: thiɔ 11	A: diä 32; B: diä 12	A: diɛ 32; B: diɛ 12	A: tiau 31; B: tiau 11	A: tiǝ 31; B: diǝ 12	A: thiɛu 32; B: thiɛu 12	A: thiau 3; B: thiau 12	A: tiu 32; B: thiu 12	A: tiau 32; B: tiau 12; tiau 11	A: tiǝu 32; B: thiǝu 12	A: tieu 32; B: tieu 12	A: tiɔ 32; B: tiɔ 32	A: tiau 3; B: thiau 12	3992
�止合三平脂襌	2073	Chinese etymology	6142 1207	ṣuei 12; ṣei 12	ṣei 12; ṣuei 12 (lit.)	fei 12	suei 1	suei 12	suei 12	suǝi 12	ze_ 12	zi_ 12	śyei 12	ɣui 12	sui 31	sui 12	šö_y 12	sui 12 (lit.); cui 32	sui 12	suei 12	zö 32	šuei 12	3993
�臻合一去慁來	2074	Chinese etymology	6158 2164	luǝn 3	luẽ 3	lyẽ 3	luŋ 3	nǝn 3	nǝn 3	lǝn 3	lǝn 12	lö 32	nǝn 12 (lit.); nǝn 32	nuǝn 32	lǝn 12	lun 3	lö_n 32	lun 31; lun 32	luŋ 22	lauŋ 32	lǝŋ 32	luǝn 12	3994
�山合一平桓影	2075	Chinese etymology	6261 1976	uan 11	uã 11	uã 11	vä̃ 1	uan 11	uan 11	uõ 2	uö 2	y 21	õ 2	uɛ̃ 2	uɔn 11	van 2	uun 11	uan 11	ueŋ 21	uaŋ 2	uö 3	on 1	3999
�遇合三上噳襌	2076	Chinese etymology	6264 0897	ṣu 3	ṣu 3	fu 3	su 3	śy 3	su 3	su 3	zü 32	zi_ 22	śy 31	ɣy 32	śy 32	su 3	šy 32	su 32	su 22	söy 32	zü 32	šiu 3	4000
�遇合三平魚知	2077	Chinese etymology	6277 0847	c̣u 11	c̣u 11	pfu 11	cu 1	ćy 11	cu 11	cu 11	cü 11	cei 11	ćy 11	ty 11	ćy 11	cu 11	čy 11	ti 11	tɨ 11	ty 11	ci_ 1	čiu 1	4001
�蟹合一平灰並	2078	Chinese etymology	6341 1146	phei 12	phei 12	phei 12	phei 1	phei 12	phei 12	phǝi 12	be_ 12	bai 12	pei 12	bie 12	phǝi 12	phi 12	phui 12	pue 12	pue 12	puei 12			4002
�宕開三上養書	2079	Chinese etymology	6339 2293	ṣaŋ 2	ṣaŋ 2	ṣaŋ 2	sa_̃ 2	saŋ 2	saŋ 2	sâŋ 2	sa_ŋ 2	śi 21	ṣan 2	śiaŋ 2	sɔŋ 2	sɔŋ 2	šö_n 21	siɔŋ 2  (lit.); siũ 2	siẽ 21	suɔŋ 2	sa_̃ 3	šiaŋ 2	4003
�山開三上獼從	2080	Chinese etymology	6345 1849	ćian 3	ćiã 3	ćiã 3	ćiɛ 3	ćian 3	ćan 3	ćî̃ 3	zî 32	ɦi 32	ciẽ 31 (lit.); ciẽ 32	ʒã 32	ćhiɛn 32	chiɛn 3	čin 32	cian 32 (lit.); cuã 32	cuã 32	cieŋ 32	zî 32	cien 3	4005
�宕開三去漾知	2081	Chinese etymology	6348 2274	c̣aŋ 3	c̣aŋ 3	c̣aŋ 3	ca_̃ 3	caŋ 3	caŋ 3	câŋ 3	caŋ 31	ći 31	c̣an 31	taŋ 31	cɔŋ 31	cɔŋ 3	čö_ŋ 31	ciɔŋ 31	ciaŋ 31	tuɔŋ 31			4006
�山開四平先匣	2082	Chinese etymology	6343 1881	śian 12	śiã 12	śiã 12	śiɛ 1	śian 12	śian 12	śĩ 12	î 12	ɦi 12	śiẽ 12	ɣî̃ 12	śiɛn 31	hian 12	jin 12	hian 12	hieŋ 12	xieŋ 12	iî 32	xien 12	4008
�蟹開二去卦明	2083	Chinese etymology	6344 1039	mai 3	mɛ 3	mɛ 3	mai 3	mai 3	mai 3	mɛ 3	ma_ 32	ma 32	mai 31	ma 31	mai 32	mai 3	māi 32	maĩ 32; bue 32	boi 32	ma 32	ma 32	mai 3	4009
�止開三去寘心	2084	Chinese etymology	6337 0431	chi_ 3; si_ 3	si_ 3	si_ 12	si_ 3	chi_ 3	chi_ 3	chi_ 3	si_ 31	si_ 31	chi_ 31	chi_ 31	chi_ 2	si_ 3	čhi 31	su 31	si_ 31	söy 31	si_ 3	si_ 3	4010
�臻開三入質章	2085	Chinese etymology	6347 0471	c̣î_ 3	c̣î_ 11	c̣î_ 11	cǝʔ 41	ci_ 12	ci_ 12	cǝʔ 4	côʔ 41	cai 41	c̣î_ 4	c̣î_ 12	cǝt 41	cǝt 41	čat 41	cit 41	ceʔ 41	ceiʔ 41	côʔ 4	či 42	4011
�宕開一去宕透	2086	Chinese etymology	6396 2253	thaŋ 3	thaŋ 3	thaŋ 3	tha_̃ 3	thaŋ 3	thaŋ 3	thâŋ 3	tha_ŋ 31	thɔ 31	than 31	thaŋ 31	thɔŋ 31	thɔŋ 3	thɔŋ 31	thɔŋ 31	thaŋ 31	thouŋ 31	tha_̃ 3		4014
�遇合三去遇清	2087	Chinese etymology	6393 0986	ćhy 3	ćhy 3	ćhy 3	ćhy 3	ćhy 3	ćhy 3	ćhy 3	chi 31	chi_ 31	chi 31	ćhy 31	ćhy 2	chi 3	čhö_y 31	chu 31	chu 31	chy 31	chy 3	chiu 3	4015
�梗開四入錫透	2088	Chinese etymology	6437 0581	thi 11	thi 11	thi 11	thiǝʔ 41	thi 12	thi 12	thiǝʔ 4	thiôʔ 41	thei 41	thi 4	thi 12	thit 41	thɛt 41	thɛk 43	thîk 41 (lit.); that 41	thak 41	thiʔ 41	thîʔ 4	thi 42	4018
�咸開一入合透	2089	Chinese etymology	6431 0039	tha 3	tha 11	tha 11	thaʔ 41	tha 12	tha 12	thaʔ 4	daʔ 42	da 42	tha 4	tha 31	that 41	thap 42	tāp 42	tap 42 (lit.); taʔ 42	taʔ 41	taʔ 41	taʔ 42	ta 41	4019
�宕開一上蕩透	2090	Chinese etymology	6507 2251	thaŋ 2	thaŋ 2	thaŋ 2	tha_̃ 2	thaŋ 2	thaŋ 2	thâŋ 2	tha_ŋ 2	thɔ 21	than 2	thaŋ 2	thɔŋ 2	thɔŋ 2	thɔŋ 21	thɔŋ 2	thaŋ 21	thouŋ 2	tha_̃ 3		4023
�止合三平微曉	2091	Chinese etymology	6540 1228	xuei 11	xuei 11	xuei 11	xuei 1	xuei 11	xuei 11	xuǝi 11	hue_ 11	śy 11	fei 11	xui 11	фui 11	fi 11	fai 11	hui 11	hui 11	xuei 11			4024
�宕開三去漾來	2092	Chinese etymology	6538 2323	liaŋ 3	liaŋ 3	liaŋ 2	lia_̃ 3	niaŋ 2	niaŋ 2	liâŋ 2	liaŋ 32	li 32	nian 31	niaŋ 2	liɔŋ 32	liɔŋ 12	lö_ŋ 32	liɔŋ 32 (lit.); liaŋ 32	niẽ 12	luɔŋ 32	liã 32	liaŋ 3	4025
�蟹合一去隊幫	2093	Chinese etymology	6543 1138	pei 3	pei 3	pei 3	pei 3	pei 3	pei 3	pǝi 3	pe_ 31	pai 31	pei 31	pie 31	pi 31	pi 3	pui 31	pue 31	pue 31	puei 31	pe_ 1	pei 3	4027
�山開三上獼來	2094	Chinese etymology	6542 1808	nian 2	ńiã 2	ńiã 2	niɛ 2	nian 2	ńian 2	nî̃ 2	ńî 2	ńi 22	ńiẽ 2	ńî̃ 2	ńiɛn 2	ńian 2	lin 22	lian 2	liŋ 21 (lit.); lieŋ 21	lieŋ 2		lien 2	4028
�臻合三平諄來	2095	Chinese etymology	6544 2163	luǝn 12	luẽ 12	lyẽ 12	luŋ 1	nǝn 12	nǝn 12	lǝn 12	lǝn 12	laŋ 12	nǝn 12	nuǝn 12	lǝn 31	lun 12	lö_n 12	lun 12	luŋ 12	luŋ 12	lǝŋ 32	lyǝn 12	4029
適	2096	Chinese etymology	梗開三入昔書	6684 0522	ṣî_ 3	ṣî_ 11	ṣî_ 11	sǝʔ 41	si_ 12	si_ 12	sǝʔ 4	sôʔ 41	sei 41	ṣî_ 4	ṣî_ 12	sǝt 41	sǝt 41	šîk 41	sîk 41	sek 41	seiʔ 41	sôʔ 4	ši 42
遮	2097	Chinese etymology	假開三平麻章	6686 0158	c̣ô 11	c̣ǝ 11	c̣ô 11	cǝ 1	cô 11	ce 11	ce_ 11	co 11	cei 11	c̣ô 11	to 11	ca 11	ca 11	čɛ 11	ce 11 (lit.); ʒia 11 (lit.); cia 11	cia 11	cia 11	co 1	čie 1
遭	2098	Chinese etymology	效開一平豪精	6685 1331	cau 11	cɔ 11	cau 11	cau 1	cau 11	cau 11	cɔ 11	cä 11	cз 11	cau 11	cǝ 11	cau 11	cau 11	čou 11	co 11	cau 11	cɔ 11	cɔ 1	cau 1
遷	2099	Chinese etymology	山開三平仙清	6692 1859	ćhian 11	ćhiã 11	ćhiã 11	ćhiɛ 1	ćhian 11	ćhian 11	ćhî̃ 11	chî 11	ćhi 11	chiẽ 11	ćhî̃ 11	ćhiɛn 11	chiɛn 11	čhin 11	chian 11	chieŋ 11	chieŋ 11	chî 1	chien 1
鄰	2100	Chinese etymology	臻開三平真來	6775 2107	lin 12	liẽ 12	liẽ 12	liŋ 1	nin 12	nin 12	lĩ 12	lin 12	leŋ 12	nin 12	nin 12	lin 31	lin 12	lö_n 12	lin 12	liŋ 12	liŋ 12	liŋ 32	liǝn 12
鄭	2101	Chinese etymology	梗開三去勁澄	6774 2465	c̣ǝŋ 3	c̣ǝŋ 3	c̣ǝŋ 3	cǝŋ 3	cǝn 3	cǝn 3	cǝn 3	zǝn 12	ʒeŋ 32	c̣ǝn 31	ʒ́in 32	chǝn 32	chaŋ 3	čɛŋ 32	tîŋ 32 (lit.); tĩ 32	tẽ 32	taŋ 32	zǝŋ 32	čiǝŋ 3
鄧	2102	Chinese etymology	曾開一去嶝定	6772 2439	tǝŋ 3	tǝŋ 3	tǝŋ 3	tǝn 3	tǝn 3	tǝn 3	tǝn 3	dǝn 32	daŋ 32	tǝn 31 (lit.); tǝn 32	diɛ̃ 32	thɛn 32	thɛn 3	taŋ 32	tîŋ 32	teŋ 22	taiŋ 32	tǝŋ 32	tǝŋ 3
醉	2103	Chinese etymology	止合三去至精	6816 1191	cuei 3	cuei 3	cuei 3	cuei 3	cei 3	cuei 3	cuǝi 3	ce_ 31	cai 31	cei 31	ćy 31	cui 31	cui 3	čö_y 31	cui 31	cui 31	cuei 11	cö 3	cuei 3
